Ed25519 Signature Verification
=========================================================
Producing Public Parameters...
PublicParams::setup, took 4.924571491s 
Number of constraints per step (primary circuit): 1446505
Number of constraints per step (secondary circuit): 10357
Number of variables per step (primary circuit): 1434903
Number of variables per step (secondary circuit): 10337
Generating a RecursiveSNARK...
RecursiveSNARK::prove_step 105: true, took 1.167227419s 
RecursiveSNARK::prove_step 106: true, took 1.143326778s 
RecursiveSNARK::prove_step 107: true, took 1.167935436s 
RecursiveSNARK::prove_step 108: true, took 1.173239371s 
RecursiveSNARK::prove_step 109: true, took 1.169533985s 
RecursiveSNARK::prove_step 110: true, took 1.150834348s 
RecursiveSNARK::prove_step 111: true, took 1.161921681s 
RecursiveSNARK::prove_step 112: true, took 1.180404067s 
RecursiveSNARK::prove_step 113: true, took 1.180922155s 
RecursiveSNARK::prove_step 114: true, took 1.225321133s 
RecursiveSNARK::prove_step 115: true, took 1.160510116s 
RecursiveSNARK::prove_step 116: true, took 1.169880321s 
RecursiveSNARK::prove_step 117: true, took 1.209002054s 
RecursiveSNARK::prove_step 118: true, took 1.204493336s 
RecursiveSNARK::prove_step 119: true, took 1.158402029s 
RecursiveSNARK::prove_step 120: true, took 1.157815647s 
RecursiveSNARK::prove_step 121: true, took 1.149097462s 
RecursiveSNARK::prove_step 122: true, took 1.167928896s 
RecursiveSNARK::prove_step 123: true, took 1.171589595s 
RecursiveSNARK::prove_step 124: true, took 1.147508329s 
RecursiveSNARK::prove_step 125: true, took 1.161093521s 
RecursiveSNARK::prove_step 126: true, took 1.171371539s 
RecursiveSNARK::prove_step 127: true, took 1.138813555s 
RecursiveSNARK::prove_step 128: true, took 1.230928597s 
RecursiveSNARK::prove_step 129: true, took 1.142945129s 
RecursiveSNARK::prove_step 130: true, took 1.15051255s 
RecursiveSNARK::prove_step 131: true, took 1.162433052s 
RecursiveSNARK::prove_step 132: true, took 1.157172092s 
RecursiveSNARK::prove_step 133: true, took 1.172944992s 
RecursiveSNARK::prove_step 134: true, took 1.151195906s 
RecursiveSNARK::prove_step 135: true, took 1.149447397s 
RecursiveSNARK::prove_step 136: true, took 1.177966976s 
RecursiveSNARK::prove_step 137: true, took 1.182840073s 
RecursiveSNARK::prove_step 138: true, took 1.164011222s 
RecursiveSNARK::prove_step 139: true, took 1.16370864s 
RecursiveSNARK::prove_step 140: true, took 1.159950148s 
RecursiveSNARK::prove_step 141: true, took 1.214099275s 
RecursiveSNARK::prove_step 142: true, took 1.228443564s 
RecursiveSNARK::prove_step 143: true, took 1.146147793s 
RecursiveSNARK::prove_step 144: true, took 1.15743473s 
RecursiveSNARK::prove_step 145: true, took 1.159140789s 
